,Borrower Company,Claim ATE Reference,Solicitor Reference,Status
,FDM Solicitors,FDM001\P24060039,NBC204212.001,Complete
,FDM Solicitors,FDM001\P24060040,NBC204236.001,Active
,FDM Solicitors,FDM001\P24060027,NBC204268.001,Active
,FDM Solicitors,FDM001\P24060037,NBC204330.001,Complete
,FDM Solicitors,FDM001\P24060058,NBC143334.001,Active
,FDM Solicitors,FDM001\P24060023,NBC143518.001,Complete
,FDM Solicitors,FDM001\P24060065,NBC143564.001,Complete
,FDM Solicitors,FDM001\P24060067,NBC143601.001,Complete
,FDM Solicitors,FDM001\P24060068,NBC143612.001,Complete
,FDM Solicitors,FDM001\P24060069,NBC201500.001,Active
,FDM Solicitors,FDM001\P24060041,NBC201832.001,Complete
,FDM Solicitors,FDM001\P24060070,NBC201886.001,Active
,FDM Solicitors,FDM001\P24060054,NBC202038.001,Complete
,FDM Solicitors,FDM001\P24060026,NBC202201.001,Active
,FDM Solicitors,FDM001\P24060060,NBC203228.001,Complete
,FDM Solicitors,FDM001\P24060071,NBC203520.001,Complete
,FDM Solicitors,FDM001\P24060066,NBC203625.001,Complete
,FDM Solicitors,FDM001\P24060053,NBC203647.001,Complete
,FDM Solicitors,FDM001\P24060055,NBC203913.001,Active
,FDM Solicitors,FDM001\P24060050,NBC203978.001,Complete
,FDM Solicitors,FDM001\P24060059,NBC204011.001,Active
,FDM Solicitors,FDM001\P24060063,NBC204161.001,Active
,FDM Solicitors,FDM001\P24060056,NBC204166.001,Active
,FDM Solicitors,FDM001\P24060061,NBC204198.001,Complete
,FDM Solicitors,FDM001\P24060051,NBC204206.001,Active
,FDM Solicitors,FDM001\P24060049,NBC204228.001,Active
,FDM Solicitors,FDM001\P24060052,NBC204261.001,Complete
,FDM Solicitors,FDM001\P24060057,NBC204279.001,Complete
,FDM Solicitors,FDM001\P24060064,NBC204281.001,Complete
,FDM Solicitors,FDM001\P24060084,NBC142406.001,Complete
,FDM Solicitors,FDM001\P24060085,NBC143350.001,Complete
,FDM Solicitors,FDM001\P24060079,NBC143541.001,Complete
,FDM Solicitors,FDM001\P24060086,NBC201777.001,Complete
,FDM Solicitors,FDM001\P24060087,NBC201822.001,Complete
,FDM Solicitors,FDM001\P24060088,NBC201952.001,Complete
,FDM Solicitors,FDM001\P24060089,NBC202197.001,Complete
,FDM Solicitors,FDM001\P24060090,NBC202292.001,Complete
,FDM Solicitors,FDM001\P24060091,NBC202328.001,Active
,FDM Solicitors,FDM001\P24060092,NBC202439.001,Active
,FDM Solicitors,FDM001\P24060095,NBC202489.001,Complete
,FDM Solicitors,FDM001\P24060093,NBC202529.001,Complete
,FDM Solicitors,FDM001\P24060094,NBC202602.001,Active
,FDM Solicitors,FDM001\P24060075,NBC202953.001,Active
,FDM Solicitors,FDM001\P24060076,NBC203157.001,Complete
,FDM Solicitors,FDM001\P24060081,NBC203410.001,Active
,FDM Solicitors,FDM001\P24060072,NBC203438.001,Active
,FDM Solicitors,FDM001\P24060078,NBC203846.001,Complete
,FDM Solicitors,FDM001\P24060074,NBC204012.001,Complete
,FDM Solicitors,FDM001\P24060077,NBC204047.001,Active
,FDM Solicitors,FDM001\P24060073,NBC204122.001,Active
,FDM Solicitors,FDM001\P24060080,NBC204152.001,Complete
,FDM Solicitors,FDM001\P24060083,NBC204186.001,Complete
,FDM Solicitors,FDM001\P24060062,NBC204292.001,Complete
,FDM Solicitors,FDM001\P24060082,NBC204322.001,Complete
,FDM Solicitors,FDM001\P24060100,NBC143632.001,Complete
,FDM Solicitors,FDM001\P24070015,NBC200803.001,Active
,FDM Solicitors,FDM001\P24060098,NBC201039.001,Active
,FDM Solicitors,FDM001\P24070031,NBC202457.001,Active
,FDM Solicitors,FDM001\P24070014,NBC202458.001,Complete
,FDM Solicitors,FDM001\P24070006,NBC202645.001,Complete
,FDM Solicitors,FDM001\P24070001,NBC202681.001,Complete
,FDM Solicitors,FDM001\P24070032,NBC202734.001,Complete
,FDM Solicitors,FDM001\P24070029,NBC202792.001,Complete
,FDM Solicitors,FDM001\P24070007,NBC202918.001,Complete
,FDM Solicitors,FDM001\P24070002,NBC202973.001,Complete
,FDM Solicitors,FDM001\P24070016,NBC203042.001,Complete
,FDM Solicitors,FDM001\P24070028,NBC203051.001,Complete
,FDM Solicitors,FDM001\P24070008,NBC203071.001,Complete
,FDM Solicitors,FDM001\P24060102,NBC203144.001,Active
,FDM Solicitors,FDM001\P24070021,NBC203156.001,Complete
,FDM Solicitors,FDM001\P24070017,NBC203232.001,Complete
,FDM Solicitors,FDM001\P24060096,NBC203302.001,Complete
,FDM Solicitors,FDM001\P24070011,NBC203305.001,Complete
,FDM Solicitors,FDM001\P24070003,NBC203446.001,Complete
,FDM Solicitors,FDM001\P24070018,NBC203531.001,Active
,FDM Solicitors,FDM001\P24070019,NBC203534.001,Active
,FDM Solicitors,FDM001\P24070020,NBC203583.001,Active
,FDM Solicitors,FDM001\P24070004,NBC203712.001,Complete
,FDM Solicitors,FDM001\P24060101,NBC203747.001,Active
,FDM Solicitors,FDM001\P24070009,NBC203763.001,Complete
,FDM Solicitors,FDM001\P24070025,NBC203767.001,Active
,FDM Solicitors,FDM001\P24060097,NBC203829.001,Complete
,FDM Solicitors,FDM001\P24070005,NBC203864.001,Complete
,FDM Solicitors,FDM001\P24070026,NBC203940.001,Active
,FDM Solicitors,FDM001\P24070024,NBC204009.001,Complete
,FDM Solicitors,FDM001\P24070023,NBC204028.001,Active
,FDM Solicitors,FDM001\P24070010,NBC204130.001,Complete
,FDM Solicitors,FDM001\P24070030,NBC204188.001,Complete
,FDM Solicitors,FDM001\P24060099,NBC204278.001,Active
,FDM Solicitors,FDM001\P24070022,NBC204343.001,Complete
,FDM Solicitors,FDM001\P24070012,NBC204352.001,Active
,FDM Solicitors,FDM001\P24070027,NBC204383.001,Complete
,FDM Solicitors,FDM001\P24070013,NBC204424.001,Complete
,FDM Solicitors,FDM001\P24070046,NBC141869.001,Complete
,FDM Solicitors,FDM001\P24070052,NBC142981.001,Complete
,FDM Solicitors,FDM001\P24070047,NBC143316.001,Complete
,FDM Solicitors,FDM001\P24070034,NBC143537.001,Complete
,FDM Solicitors,FDM001\P24070040,NBC201593.001,Active
,FDM Solicitors,FDM001\P24070049,NBC201788.001,Complete
,FDM Solicitors,FDM001\P24070045,NBC202021.001,Complete
,FDM Solicitors,FDM001\P24070053,NBC202118.001,Complete
,FDM Solicitors,FDM001\P24070055,NBC202166.001,Active
,FDM Solicitors,FDM001\P24070056,NBC202169.001,Complete
,FDM Solicitors,FDM001\P24070067,NBC202222.001,Complete
,FDM Solicitors,FDM001\P24070057,NBC202396.001,Complete
,FDM Solicitors,FDM001\P24070058,NBC202508.001,Complete
,FDM Solicitors,FDM001\P24070044,NBC202613.001,Active
,FDM Solicitors,FDM001\P24070059,NBC202636.001,Complete
,FDM Solicitors,FDM001\P24070054,NBC202695.001,Complete
,FDM Solicitors,FDM001\P24070035,NBC202780.001,Complete
,FDM Solicitors,FDM001\P24070038,NBC202800.001,Complete
,FDM Solicitors,FDM001\P24070039,NBC202830.001,Active
,FDM Solicitors,FDM001\P24070048,NBC202890.001,Complete
,FDM Solicitors,FDM001\P24070050,NBC202904.001,Active
,FDM Solicitors,FDM001\P24070051,NBC202939.001,Complete
,FDM Solicitors,FDM001\P24070060,NBC203198.001,Complete
,FDM Solicitors,FDM001\P24070061,NBC203266.001,Complete
,FDM Solicitors,FDM001\P24070062,NBC203336.001,Active
,FDM Solicitors,FDM001\P24070063,NBC203494.001,Complete
,FDM Solicitors,FDM001\P24070037,NBC203550.001,Active
,FDM Solicitors,FDM001\P24070064,NBC203585.001,Complete
,FDM Solicitors,FDM001\P24070065,NBC203603.001,Complete
,FDM Solicitors,FDM001\P24070041,NBC203639.001,Active
,FDM Solicitors,FDM001\P24070036,NBC203800.001,Complete
,FDM Solicitors,FDM001\P24070042,NBC203952.001,Complete
,FDM Solicitors,FDM001\P24070043,NBC204233.001,Active
,FDM Solicitors,FDM001\P24070033,NBC204289.001,Active
,FDM Solicitors,FDM001\P24070079,NBC143646.001,Complete
,FDM Solicitors,FDM001\P24070085,NBC202238.001,Active
,FDM Solicitors,FDM001\P24070075,NBC203108.001,Complete
,FDM Solicitors,FDM001\P24070077,NBC203147.001,Complete
,FDM Solicitors,FDM001\P24070089,NBC203177.001,Complete
,FDM Solicitors,FDM001\P24070100,NBC203191.001,Active
,FDM Solicitors,FDM001\P24070096,NBC203318.001,Complete
,FDM Solicitors,FDM001\P24070104,NBC203495.001,Complete
,FDM Solicitors,FDM001\P24070107,NBC203569.001,Active
,FDM Solicitors,FDM001\P24070095,NBC203636.001,Active
,FDM Solicitors,FDM001\P24070108,NBC203660.001,Complete
,FDM Solicitors,FDM001\P24070081,NBC203663.001,Active
,FDM Solicitors,FDM001\P24070106,NBC203668.001,Active
,FDM Solicitors,FDM001\P24070084,NBC203787.001,Active
,FDM Solicitors,FDM001\P24070068,NBC203832.001,Active
,FDM Solicitors,FDM001\P24070097,NBC203840.001,Active
,FDM Solicitors,FDM001\P24070109,NBC203991.001,Active
,FDM Solicitors,FDM001\P24070086,NBC204006.001,Active
,FDM Solicitors,FDM001\P24070071,NBC204010.001,Complete
,FDM Solicitors,FDM001\P24070105,NBC204015.001,Active
,FDM Solicitors,FDM001\P24070072,NBC204029.001,Complete
,FDM Solicitors,FDM001\P24070073,NBC204097.001,Complete
,FDM Solicitors,FDM001\P24070070,NBC204168.001,Active
,FDM Solicitors,FDM001\P24070078,NBC204229.001,Active
,FDM Solicitors,FDM001\P24070103,NBC204274.001,Active
,FDM Solicitors,FDM001\P24070091,NBC204316.001,Active
,FDM Solicitors,FDM001\P24070092,NBC204318.001,Active
,FDM Solicitors,FDM001\P24070102,NBC204325.001,Complete
,FDM Solicitors,FDM001\P24070074,NBC204327.001,Complete
,FDM Solicitors,FDM001\P24070094,NBC204328.001,Complete
,FDM Solicitors,FDM001\P24070080,NBC204331.001,Complete
,FDM Solicitors,FDM001\P24070099,NBC204359.001,Active
,FDM Solicitors,FDM001\P24070076,NBC204363.001,Active
,FDM Solicitors,FDM001\P24070069,NBC204374.001,Complete
,FDM Solicitors,FDM001\P24070098,NBC204382.001,Active
,FDM Solicitors,FDM001\P24070083,NBC204392.001,Complete
,FDM Solicitors,FDM001\P24070087,NBC204398.001,Complete
,FDM Solicitors,FDM001\P24070090,NBC204413.001,Active
,FDM Solicitors,FDM001\P24070093,NBC204451.001,Complete
,FDM Solicitors,FDM001\P24070148,NBC142543.001,Complete
,FDM Solicitors,FDM001\P24070120,NBC143655.001,Complete
,FDM Solicitors,FDM001\P24070131,NBC202074.001,Complete
,FDM Solicitors,FDM001\P24070117,NBC202434.001,Complete
,FDM Solicitors,FDM001\P24070129,NBC202531.001,Complete
,FDM Solicitors,FDM001\P24070115,NBC202699.001,Active
,FDM Solicitors,FDM001\P24070135,NBC202759.001,Active
,FDM Solicitors,FDM001\P24070152,NBC202804.001,Active
,FDM Solicitors,FDM001\P24070154,NBC202826.001,Complete
,FDM Solicitors,FDM001\P24070157,NBC202847.001,Active
,FDM Solicitors,FDM001\P24070133,NBC202874.001,Complete
,FDM Solicitors,FDM001\P24070161,NBC202997.001,Complete
,FDM Solicitors,FDM001\P24070119,NBC203040.001,Complete
,FDM Solicitors,FDM001\P24070155,NBC203069.001,Active
,FDM Solicitors,FDM001\P24070160,NBC203081.001,Complete
,FDM Solicitors,FDM001\P24070114,NBC203091.001,Active
,FDM Solicitors,FDM001\P24070128,NBC203110.001,Active
,FDM Solicitors,FDM001\P24070116,NBC203111.001,Active
,FDM Solicitors,FDM001\P24070139,NBC203129.001,Active
,FDM Solicitors,FDM001\P24070112,NBC203148.001,Complete
,FDM Solicitors,FDM001\P24070168,NBC203151.001,Active
,FDM Solicitors,FDM001\P24070125,NBC203155.001,Complete
,FDM Solicitors,FDM001\P24070130,NBC203166.001,Active
,FDM Solicitors,FDM001\P24070140,NBC203168.001,Complete
,FDM Solicitors,FDM001\P24070141,NBC203170.001,Complete
,FDM Solicitors,FDM001\P24070124,NBC203174.001,Complete
,FDM Solicitors,FDM001\P24070136,NBC203252.001,Complete
,FDM Solicitors,FDM001\P24070163,NBC203283.001,Active
,FDM Solicitors,FDM001\P24070134,NBC203330.001,Complete
,FDM Solicitors,FDM001\P24070166,NBC203401.001,Active
,FDM Solicitors,FDM001\P24070145,NBC203479.001,Complete
,FDM Solicitors,FDM001\P24070146,NBC203485.001,Complete
,FDM Solicitors,FDM001\P24070147,NBC203512.001,Complete
,FDM Solicitors,FDM001\P24070138,NBC203518.001,Active
,FDM Solicitors,FDM001\P24070127,NBC203605.001,Complete
,FDM Solicitors,FDM001\P24070151,NBC203613.001,Active
,FDM Solicitors,FDM001\P24070132,NBC203615.001,Complete
,FDM Solicitors,FDM001\P24070149,NBC203651.001,Active
,FDM Solicitors,FDM001\P24070150,NBC203672.001,Complete
,FDM Solicitors,FDM001\P24070122,NBC203777.001,Complete
,FDM Solicitors,FDM001\P24070182,NBC203798.001,Active
,FDM Solicitors,FDM001\P24070162,NBC203850.001,Complete
,FDM Solicitors,FDM001\P24070183,NBC203856.001,Complete
,FDM Solicitors,FDM001\P24070111,NBC203860.001,Active
,FDM Solicitors,FDM001\P24070158,NBC203917.001,Active
,FDM Solicitors,FDM001\P24070159,NBC203932.001,Complete
,FDM Solicitors,FDM001\P24070172,NBC204045.001,Active
,FDM Solicitors,FDM001\P24070171,NBC204117.001,Active
,FDM Solicitors,FDM001\P24070118,NBC204140.001,Active
,FDM Solicitors,FDM001\P24070156,NBC204144.001,Complete
,FDM Solicitors,FDM001\P24070167,NBC204173.001,Active
,FDM Solicitors,FDM001\P24070153,NBC204204.001,Complete
,FDM Solicitors,FDM001\P24070164,NBC204234.001,Active
,FDM Solicitors,FDM001\P24070165,NBC204302.001,Complete
,FDM Solicitors,FDM001\P24070142,NBC204335.001,Active
,FDM Solicitors,FDM001\P24070184,NBC204345.001,Active
,FDM Solicitors,FDM001\P24070185,NBC204347.001,Complete
,FDM Solicitors,FDM001\P24070186,NBC204355.001,Complete
,FDM Solicitors,FDM001\P24070123,NBC204356.001,Complete
,FDM Solicitors,FDM001\P24070143,NBC204361.001,Active
,FDM Solicitors,FDM001\P24070110,NBC204377.001,Complete
,FDM Solicitors,FDM001\P24070113,NBC204384.001,Active
,FDM Solicitors,FDM001\P24070144,NBC204386.001,Active
,FDM Solicitors,FDM001\P24070187,NBC204388.001,Complete
,FDM Solicitors,FDM001\P24070126,NBC204391.001,Active
,FDM Solicitors,FDM001\P24070188,NBC204394.001,Complete
,FDM Solicitors,FDM001\P24070189,NBC204397.001,Complete
,FDM Solicitors,FDM001\P24070190,NBC204399.001,Complete
,FDM Solicitors,FDM001\P24070191,NBC204403.001,Active
,FDM Solicitors,FDM001\P24070192,NBC204404.001,Active
,FDM Solicitors,FDM001\P24070193,NBC204405.001,Complete
,FDM Solicitors,FDM001\P24070194,NBC204416.001,Active
,FDM Solicitors,FDM001\P24070195,NBC204426.001,Complete
,FDM Solicitors,FDM001\P24070196,NBC204429.001,Active
,FDM Solicitors,FDM001\P24070082,NBC204430.001,Complete
,FDM Solicitors,FDM001\P24070197,NBC204434.001,Complete
,FDM Solicitors,FDM001\P24070198,NBC204455.001,Complete
,FDM Solicitors,FDM001\P24070199,NBC204457.001,Complete
,FDM Solicitors,FDM001\P24080001,NBC143427.001,Active
,FDM Solicitors,FDM001\P24080002,NBC143496.001,Complete
,FDM Solicitors,FDM001\P24080003,NBC143596.001,Complete
,FDM Solicitors,FDM001\P24070174,NBC143650.001,Active
,FDM Solicitors,FDM001\P24070175,NBC144179.001,Active
,FDM Solicitors,FDM001\P24070176,NBC201428.001,Active
,FDM Solicitors,FDM001\P24070200,NBC202742.001,Complete
,FDM Solicitors,FDM001\P24080004,NBC202843.001,Complete
,FDM Solicitors,FDM001\P24070169,NBC202845.001,Complete
,FDM Solicitors,FDM001\P24080005,NBC202854.001,Active
,FDM Solicitors,FDM001\P24080006,NBC202891.001,Complete
,FDM Solicitors,FDM001\P24080019,NBC203082.001,Complete
,FDM Solicitors,FDM001\P24070170,NBC203086.001,Active
,FDM Solicitors,FDM001\P24070177,NBC203116.001,Active
,FDM Solicitors,FDM001\P24080020,NBC203138.001,Complete
,FDM Solicitors,FDM001\P24080021,NBC203273.001,Complete
,FDM Solicitors,FDM001\P24080024,NBC203288.001,Complete
,FDM Solicitors,FDM001\P24070178,NBC203294.001,Complete
,FDM Solicitors,FDM001\P24080025,NBC203348.001,Complete
,FDM Solicitors,FDM001\P24070179,NBC203425.001,Active
,FDM Solicitors,FDM001\P24070180,NBC203568.001,Active
,FDM Solicitors,FDM001\P24080026,NBC203571.001,Active
,FDM Solicitors,FDM001\P24080027,NBC203598.001,Active
,FDM Solicitors,FDM001\P24080028,NBC203612.001,Complete
,FDM Solicitors,FDM001\P24080029,NBC203662.001,Active
,FDM Solicitors,FDM001\P24080030,NBC203680.001,Active
,FDM Solicitors,FDM001\P24070137,NBC203734.001,Active
,FDM Solicitors,FDM001\P24070181,NBC203737.001,Active
,FDM Solicitors,FDM001\P24080018,NBC203745.001,Active
,FDM Solicitors,FDM001\P24080017,NBC203746.001,Active
,FDM Solicitors,FDM001\P24080007,NBC204106.001,Active
,FDM Solicitors,FDM001\P24080008,NBC204258.001,Complete
,FDM Solicitors,FDM001\P24080009,NBC204418.001,Complete
,FDM Solicitors,FDM001\P24080010,NBC204419.001,Active
,FDM Solicitors,FDM001\P24080011,NBC204446.001,Active
,FDM Solicitors,FDM001\P24080012,NBC204448.001,Active
,FDM Solicitors,FDM001\P24080013,NBC204454.001,Active
,FDM Solicitors,FDM001\P24080014,NBC204456.001,Active
,FDM Solicitors,FDM001\P24080015,NBC204462.001,Complete
,FDM Solicitors,FDM001\P24080038,NBC203888.001,Active
,FDM Solicitors,FDM001\P24080037,NBC203902.001,Complete
,FDM Solicitors,FDM001\P24080068,NBC203912.001,Complete
,FDM Solicitors,FDM001\P24080069,NBC203957.001,Complete
,FDM Solicitors,FDM001\P24080070,NBC203994.001,Complete
,FDM Solicitors,FDM001\P24080036,NBC204157.001,Active
,FDM Solicitors,FDM001\P24080046,NBC204313.001,Active
,FDM Solicitors,FDM001\P24080064,NBC204362.001,Complete
,FDM Solicitors,FDM001\P24080065,NBC204372.001,Complete
,FDM Solicitors,FDM001\P24080085,NBC204407.001,Active
,FDM Solicitors,FDM001\P24080066,NBC204427.001,Active
,FDM Solicitors,FDM001\P24080061,NBC204436.001,Active
,FDM Solicitors,FDM001\P24080063,NBC204437.001,Active
,FDM Solicitors,FDM001\P24080062,NBC204440.001,Active
,FDM Solicitors,FDM001\P24080056,NBC204458.001,Complete
,FDM Solicitors,FDM001\P24080059,NBC204459.001,Active
,FDM Solicitors,FDM001\P24080058,NBC204460.001,Active
,FDM Solicitors,FDM001\P24080053,NBC204463.001,Active
,FDM Solicitors,FDM001\P24080054,NBC204464.001,Active
,FDM Solicitors,FDM001\P24080060,NBC204466.001,Active
,FDM Solicitors,FDM001\P24080055,NBC204470.001,Active
,FDM Solicitors,FDM001\P24080034,NBC204475.001,Active
,FDM Solicitors,FDM001\P24080057,NBC204476.001,Active
,FDM Solicitors,FDM001\P24080049,NBC204478.001,Complete
,FDM Solicitors,FDM001\P24080050,NBC204479.001,Active
,FDM Solicitors,FDM001\P24080051,NBC204483.001,Active
,FDM Solicitors,FDM001\P24080016,NBC204484.001,Active
,FDM Solicitors,FDM001\P24080047,NBC204489.001,Active
,FDM Solicitors,FDM001\P24080033,NBC204491.001,Active
,FDM Solicitors,FDM001\P24080048,NBC204493.001,Active
,FDM Solicitors,FDM001\P24080022,NBC204497.001,Active
,FDM Solicitors,FDM001\P24080023,NBC204501.001,Active
,FDM Solicitors,FDM001\P24080052,NBC204505.001,Active
,FDM Solicitors,FDM001\P24080083,NBC204516.001,Active
,FDM Solicitors,FDM001\P24080044,NBC204518.001,Active
,FDM Solicitors,FDM001\P24080045,NBC204520.001,Active
,FDM Solicitors,FDM001\P24080032,NBC204523.001,Active
,FDM Solicitors,FDM001\P24080082,NBC204527.001,Active
,FDM Solicitors,FDM001\P24080084,NBC204532.001,Complete
,FDM Solicitors,FDM001\P24080042,NBC143617.001,Active
,FDM Solicitors,FDM001\P24080101,NBC201905.001,Active
,FDM Solicitors,FDM001\P24080081,NBC202076.001,Complete
,FDM Solicitors,FDM001\P24080105,NBC202503.001,Active
,FDM Solicitors,FDM001\P24080098,NBC202547.001,Active
,FDM Solicitors,FDM001\P24080094,NBC202565.001,Active
,FDM Solicitors,FDM001\P24080080,NBC202593.001,Active
,FDM Solicitors,FDM001\P24080095,NBC202712.001,Active
,FDM Solicitors,FDM001\P24080106,NBC202820.001,Active
,FDM Solicitors,FDM001\P24080079,NBC202875.001,Active
,FDM Solicitors,FDM001\P24080087,NBC202944.001,Active
,FDM Solicitors,FDM001\P24080077,NBC203026.001,Complete
,FDM Solicitors,FDM001\P24080097,NBC203050.001,Active
,FDM Solicitors,FDM001\P24080043,NBC203066.001,Active
,FDM Solicitors,FDM001\P24080078,NBC203100.001,Complete
,FDM Solicitors,FDM001\P24080096,NBC203122.001,Active
,FDM Solicitors,FDM001\P24080100,NBC203233.001,Active
,FDM Solicitors,FDM001\P24080075,NBC203333.001,Active
,FDM Solicitors,FDM001\P24080076,NBC203412.001,Active
,FDM Solicitors,FDM001\P24080073,NBC203461.001,Complete
,FDM Solicitors,FDM001\P24080103,NBC203488.001,Active
,FDM Solicitors,FDM001\P24080041,NBC203559.001,Active
,FDM Solicitors,FDM001\P24080074,NBC203593.001,Active
,FDM Solicitors,FDM001\P24080072,NBC203594.001,Active
,FDM Solicitors,FDM001\P24080039,NBC203752.001,Active
,FDM Solicitors,FDM001\P24080031,NBC203758.001,Active
,FDM Solicitors,FDM001\P24080035,NBC203797.001,Active
,FDM Solicitors,FDM001\P24080071,NBC203845.001,Active
,FDM Solicitors,FDM001\P24080092,NBC203914.001,Active
,FDM Solicitors,FDM001\P24080104,NBC204040.001,Active
,FDM Solicitors,FDM001\P24080102,NBC204346.001,Active
,FDM Solicitors,FDM001\P24080093,NBC204376.001,Active
,FDM Solicitors,FDM001\P24080099,NBC204406.001,Complete
,FDM Solicitors,FDM001\P24080089,NBC204508.001,Complete
,FDM Solicitors,FDM001\P24080090,NBC204530.001,Active
,FDM Solicitors,FDM001\P24080091,NBC204533.001,Active
,FDM Solicitors,FDM001\P24080086,NBC204534.001,Active
,FDM Solicitors,FDM001\P24080088,NBC204541.001,Active
,FDM Solicitors,FDM001\P24080107,NBC204503.001,Active
,FDM Solicitors,FDM001\P24090018,NBC204521.001,Complete
,FDM Solicitors,FDM001\P24090011,NBC204525.001,Active
,FDM Solicitors,FDM001\P24080109,NBC204539.001,Active
,FDM Solicitors,FDM001\P24080111,NBC204548.001,Active
,FDM Solicitors,FDM001\P24080108,NBC204549.001,Active
,FDM Solicitors,FDM001\P24090007,NBC204554.001,Active
,FDM Solicitors,FDM001\P24090002,NBC204555.001,Active
,FDM Solicitors,FDM001\P24080110,NBC204556.001,Active
,FDM Solicitors,FDM001\P24080112,NBC204557.001,Active
,FDM Solicitors,FDM001\P24090009,NBC204558.001,Active
,FDM Solicitors,FDM001\P24090008,NBC204561.001,Active
,FDM Solicitors,FDM001\P24090010,NBC204568.001,Active
,FDM Solicitors,FDM001\P24090004,NBC204569.001,Complete
,FDM Solicitors,FDM001\P24090001,NBC204570.001,Active
,FDM Solicitors,FDM001\P24090006,NBC204571.001,Active
,FDM Solicitors,FDM001\P24090005,NBC204578.001,Complete
,FDM Solicitors,FDM001\P24090003,NBC204579.001,Active
,FDM Solicitors,FDM001\P24090014,NBC204582.001,Complete
,FDM Solicitors,FDM001\P24090012,NBC204585.001,Active
,FDM Solicitors,FDM001\P24090013,NBC204603.001,Complete
,FDM Solicitors,FDM001\P24090016,NBC204605.001,Complete
,FDM Solicitors,FDM001\P24090015,NBC204607.001,Active
,FDM Solicitors,FDM001\P24090017,NBC204612.001,Active
,FDM Solicitors,FDM001\P24090012,NBC204585.001,Complete
,FDM Solicitors,FDM001\P24090026,NBC143323.001,Complete
,FDM Solicitors,FDM001\P24090027,NBC143476.001,Active
,FDM Solicitors,FDM001\P24090028,NBC143585.001,Active
,FDM Solicitors,FDM001\P24090029,NBC143615.001,Complete
,FDM Solicitors,FDM001\P24090030,NBC202230.001,Complete
,FDM Solicitors,FDM001\P24090031,NBC202425.001,Active
,FDM Solicitors,FDM001\P24090032,NBC202450.001,Active
,FDM Solicitors,FDM001\P24090033,NBC202485.001,Complete
,FDM Solicitors,FDM001\P24090034,NBC202567.001,Active
,FDM Solicitors,FDM001\P24090035,NBC202575.001,Active
,FDM Solicitors,FDM001\P24090036,NBC202664.001,Complete
,FDM Solicitors,FDM001\P24090037,NBC202696.001,Active
,FDM Solicitors,FDM001\P24090023,NBC202773.001,Active
,FDM Solicitors,FDM001\P24090038,NBC202934.001,Active
,FDM Solicitors,FDM001\P24090039,NBC203193.001,Complete
,FDM Solicitors,FDM001\P24090040,NBC203567.001,Active
,FDM Solicitors,FDM001\P24090041,NBC203750.001,Active
,FDM Solicitors,FDM001\P24090042,NBC203851.001,Active
,FDM Solicitors,FDM001\P24090043,NBC203884.001,Complete
,FDM Solicitors,FDM001\P24090044,NBC203896.001,Active
,FDM Solicitors,FDM001\P24090045,NBC203911.001,Active
,FDM Solicitors,FDM001\P24090046,NBC203995.001,Complete
,FDM Solicitors,FDM001\P24090047,NBC204154.001,Active
,FDM Solicitors,FDM001\P24090048,NBC204182.001,Active
,FDM Solicitors,FDM001\P24090051,NBC204535.001,Active
,FDM Solicitors,FDM001\P24090052,NBC204544.001,Active
,FDM Solicitors,FDM001\P24090053,NBC204550.001,Active
,FDM Solicitors,FDM001\P24090054,NBC204551.001,Active
,FDM Solicitors,FDM001\P24090021,NBC204564.001,Active
,FDM Solicitors,FDM001\P24090025,NBC204583.001,Active
,FDM Solicitors,FDM001\P24090055,NBC204589.001,Active
,FDM Solicitors,FDM001\P24090020,NBC204604.001,Active
,FDM Solicitors,FDM001\P24090056,NBC204608.001,Complete
,FDM Solicitors,FDM001\P24090057,NBC204617.001,Active
,FDM Solicitors,FDM001\P24090022,NBC204619.001,Active
,FDM Solicitors,FDM001\P24090058,NBC204621.001,Complete
,FDM Solicitors,FDM001\P24090024,NBC204622.001,Active
,FDM Solicitors,FDM001\P24090059,NBC204627.001,Active
,FDM Solicitors,FDM001\P24090060,NBC204628.001,Complete
,FDM Solicitors,FDM001\P24090061,NBC204630.001,Complete
,FDM Solicitors,FDM001\P24090062,NBC204637.001,Active
,FDM Solicitors,FDM001\P24090049,NBC204641.001,Active
,FDM Solicitors,FDM001\P24090063,NBC204643.001,Complete
,FDM Solicitors,FDM001\P24090050,NBC204644.001,Active
,FDM Solicitors,FDM001\P24090064,NBC204654.001,Complete
,FDM Solicitors,FDM001\P24090065,NBC204669.001,Active
,FDM Solicitors,FDM001\P24090067,NBC204670.001,Active
,FDM Solicitors,FDM001\P24090066,NBC204671.001,Active
,FDM Solicitors,FDM001\P24090079,NBC144180.001,Active
,FDM Solicitors,FDM001\P24090069,NBC204580.001,Active
,FDM Solicitors,FDM001\P24090080,NBC204635.001,Active
,FDM Solicitors,FDM001\P24090070,NBC204639.001,Active
,FDM Solicitors,FDM001\P24090081,NBC204640.001,Active
,FDM Solicitors,FDM001\P24090082,NBC204646.001,Active
,FDM Solicitors,FDM001\P24090072,NBC204648.001,Active
,FDM Solicitors,FDM001\P24090083,NBC204672.001,Complete
,FDM Solicitors,FDM001\P24090068,NBC204676.001,Active
,FDM Solicitors,FDM001\P24090086,NBC204677.001,Complete
,FDM Solicitors,FDM001\P24090071,NBC204678.001,Active
